id,product,category,region,quantity,unit_price,amount,sale_date
61,카메라,전자제품,부산,5,264533.0,1322665.0,2024-03-01 00:00:00
62,노트북,주변기기,대구,19,274151.0,5208869.0,2024-03-02 00:00:00
63,스마트폰,주변기기,대구,5,668212.0,3341060.0,2024-03-03 00:00:00
64,마우스,가전,대구,19,796278.0,15129282.0,2024-03-04 00:00:00
65,모니터,가전,서울,15,736452.0,11046780.0,2024-03-05 00:00:00
66,마우스,전자제품,대구,4,667920.0,2671680.0,2024-03-06 00:00:00
67,프린터,가전,인천,8,447019.0,3576152.0,2024-03-07 00:00:00
68,키보드,가전,광주,12,100092.0,1201104.0,2024-03-08 00:00:00
69,프린터,가전,서울,19,792625.0,15059875.0,2024-03-09 00:00:00
70,키보드,주변기기,광주,2,586536.0,1173072.0,2024-03-10 00:00:00
71,마우스,주변기기,광주,5,962222.0,4811110.0,2024-03-11 00:00:00
72,스캐너,주변기기,대구,6,240726.0,1444356.0,2024-03-12 00:00:00
73,카메라,전자제품,대구,15,66526.0,997890.0,2024-03-13 00:00:00
74,헤드폰,주변기기,대구,13,333559.0,4336267.0,2024-03-14 00:00:00
75,프린터,주변기기,인천,14,665545.0,9317630.0,2024-03-15 00:00:00
76,키보드,주변기기,대구,14,97667.0,1367338.0,2024-03-16 00:00:00
77,마우스,전자제품,광주,17,119212.0,2026604.0,2024-03-17 00:00:00
78,카메라,주변기기,대구,17,792614.0,13474438.0,2024-03-18 00:00:00
79,태블릿,전자제품,대구,8,682952.0,5463616.0,2024-03-19 00:00:00
80,카메라,전자제품,대구,12,831405.0,9976860.0,2024-03-20 00:00:00
81,프린터,가전,인천,16,141031.0,2256496.0,2024-03-21 00:00:00
82,헤드폰,주변기기,부산,11,605265.0,6657915.0,2024-03-22 00:00:00
83,태블릿,주변기기,부산,1,881213.0,881213.0,2024-03-23 00:00:00
84,스마트폰,가전,광주,2,656652.0,1313304.0,2024-03-24 00:00:00
85,스캐너,주변기기,대구,4,428848.0,1715392.0,2024-03-25 00:00:00
86,태블릿,가전,인천,19,557586.0,10594134.0,2024-03-26 00:00:00
87,프린터,가전,부산,17,443890.0,7546130.0,2024-03-27 00:00:00
88,마우스,주변기기,인천,4,496346.0,1985384.0,2024-03-28 00:00:00
89,헤드폰,주변기기,인천,1,447279.0,447279.0,2024-03-29 00:00:00
90,태블릿,가전,부산,16,936004.0,14976064.0,2024-03-30 00:00:00
91,마우스,주변기기,인천,6,365010.0,2190060.0,2024-03-31 00:00:00
426,모니터,주변기기,인천,8,460682.0,3685456.0,2024-03-01 00:00:00
427,노트북,전자제품,인천,15,931012.0,13965180.0,2024-03-02 00:00:00
428,헤드폰,가전,인천,16,438056.0,7008896.0,2024-03-03 00:00:00
429,카메라,주변기기,대구,9,909576.0,8186184.0,2024-03-04 00:00:00
430,카메라,주변기기,부산,11,51235.0,563585.0,2024-03-05 00:00:00
431,헤드폰,주변기기,인천,19,593288.0,11272472.0,2024-03-06 00:00:00
432,태블릿,가전,서울,9,783195.0,7048755.0,2024-03-07 00:00:00
433,스캐너,전자제품,인천,8,517310.0,4138480.0,2024-03-08 00:00:00
434,태블릿,주변기기,대구,18,301067.0,5419206.0,2024-03-09 00:00:00
435,모니터,주변기기,대구,16,670460.0,10727360.0,2024-03-10 00:00:00
436,스캐너,주변기기,부산,13,814125.0,10583625.0,2024-03-11 00:00:00
437,스캐너,전자제품,광주,8,605493.0,4843944.0,2024-03-12 00:00:00
438,헤드폰,주변기기,대구,5,310222.0,1551110.0,2024-03-13 00:00:00
439,스캐너,주변기기,인천,10,728819.0,7288190.0,2024-03-14 00:00:00
440,카메라,주변기기,대구,11,241499.0,2656489.0,2024-03-15 00:00:00
441,카메라,전자제품,서울,16,688636.0,11018176.0,2024-03-16 00:00:00
442,프린터,가전,부산,10,513257.0,5132570.0,2024-03-17 00:00:00
443,마우스,가전,대구,7,89393.0,625751.0,2024-03-18 00:00:00
444,프린터,가전,광주,12,151318.0,1815816.0,2024-03-19 00:00:00
445,카메라,주변기기,인천,3,68091.0,204273.0,2024-03-20 00:00:00
446,카메라,가전,대구,8,894356.0,7154848.0,2024-03-21 00:00:00
447,태블릿,주변기기,부산,3,322636.0,967908.0,2024-03-22 00:00:00
448,모니터,주변기기,부산,19,67977.0,1291563.0,2024-03-23 00:00:00
449,프린터,주변기기,부산,7,337816.0,2364712.0,2024-03-24 00:00:00
450,노트북,주변기기,대구,6,327461.0,1964766.0,2024-03-25 00:00:00
451,모니터,전자제품,인천,16,733220.0,11731520.0,2024-03-26 00:00:00
452,모니터,주변기기,서울,13,895544.0,11642072.0,2024-03-27 00:00:00
453,프린터,전자제품,인천,16,680370.0,10885920.0,2024-03-28 00:00:00
454,모니터,주변기기,부산,14,363130.0,5083820.0,2024-03-29 00:00:00
455,태블릿,주변기기,대구,14,957407.0,13403698.0,2024-03-30 00:00:00
456,노트북,주변기기,서울,11,819425.0,9013675.0,2024-03-31 00:00:00
791,모니터,주변기기,부산,17,130327.0,2215559.0,2024-03-01 00:00:00
792,스마트폰,주변기기,인천,10,406466.0,4064660.0,2024-03-02 00:00:00
793,스마트폰,주변기기,대구,12,460112.0,5521344.0,2024-03-03 00:00:00
794,스마트폰,주변기기,대구,18,133991.0,2411838.0,2024-03-04 00:00:00
795,카메라,전자제품,서울,10,872827.0,8728270.0,2024-03-05 00:00:00
796,카메라,주변기기,부산,14,651072.0,9115008.0,2024-03-06 00:00:00
797,모니터,전자제품,부산,14,474631.0,6644834.0,2024-03-07 00:00:00
798,카메라,전자제품,대구,7,569578.0,3987046.0,2024-03-08 00:00:00
799,스마트폰,전자제품,대구,4,74091.0,296364.0,2024-03-09 00:00:00
800,모니터,주변기기,서울,18,736483.0,13256694.0,2024-03-10 00:00:00
801,태블릿,주변기기,대구,4,190463.0,761852.0,2024-03-11 00:00:00
802,카메라,주변기기,부산,10,151214.0,1512140.0,2024-03-12 00:00:00
803,스캐너,주변기기,부산,17,279338.0,4748746.0,2024-03-13 00:00:00
804,모니터,주변기기,인천,14,571095.0,7995330.0,2024-03-14 00:00:00
805,프린터,주변기기,부산,13,941146.0,12234898.0,2024-03-15 00:00:00
806,스마트폰,전자제품,대구,17,57831.0,983127.0,2024-03-16 00:00:00
807,키보드,가전,광주,7,631315.0,4419205.0,2024-03-17 00:00:00
808,카메라,주변기기,부산,11,145982.0,1605802.0,2024-03-18 00:00:00
809,모니터,전자제품,대구,7,529055.0,3703385.0,2024-03-19 00:00:00
810,마우스,주변기기,광주,9,42262.0,380358.0,2024-03-20 00:00:00
811,마우스,전자제품,광주,13,644411.0,8377343.0,2024-03-21 00:00:00
812,모니터,주변기기,인천,12,478278.0,5739336.0,2024-03-22 00:00:00
813,스마트폰,가전,서울,9,336988.0,3032892.0,2024-03-23 00:00:00
814,스마트폰,주변기기,서울,15,543810.0,8157150.0,2024-03-24 00:00:00
815,마우스,주변기기,부산,8,296589.0,2372712.0,2024-03-25 00:00:00
816,스마트폰,주변기기,인천,13,36614.0,475982.0,2024-03-26 00:00:00
817,노트북,주변기기,부산,2,310848.0,621696.0,2024-03-27 00:00:00
818,프린터,가전,부산,4,805266.0,3221064.0,2024-03-28 00:00:00
